vehicle_type,make,model,version,fuel,year,kms,power,doors,shift,color,photos,description,price,currency,location,publish_date,update_date,dealer_name,dealer_description,dealer_address,dealer_zip_code,dealer_city,dealer_country_code,dealer_is_professional,dealer_website,dealer_registered_at,date
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2015,62703.0,140.0,,manual,,10,"*TOR2* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4101€ de descuento en este coche Precio oferta financiado: 14099€ (360€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:15730€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Tapicería cuero-tela, Start/Stop automático, Luz diurna, Volante multifunción, Control de velocidad, Limitador de velocidad, Bluetooth, Faros antiniebla, Aire Acondicionado (Climatizador), Elevalunas eléctrico, CD, Entrada auxiliar, Usb, Asistente de aparcamiento, Conexión eléctrica, Asistente de arranque en pendiente, Isofix, Sensor de lluvia, Encendido automático de faros, Sensor de presión de neumáticos, Freno de estacionamiento eléctrico, Llantas de aleación (18""). - Historial Mantenimiento. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",15730,EUR,Colonia Pablo Iglesias,2022-09-16,2023-02-01,Ocasión Plus Rivas,"En OcasionPlus Rivas Vaciamadrid 10 ofrecemos una completísima variedad de vehículos de ocasión para todos los gustos. El stock más variado, con más de 500 vehículos entre nuestras dos tiendas de Rivas Vaciamadrid lo encontrarás en OcasionPlus.","26, Calle del Clavo, Las Canteras, Rivas Centro, Rivas-Vaciamadrid, Cuenca del Henares, Comunidad de Madrid, 28522, España",28520.0,Colonia Pablo Iglesias,ES,True,www.ocasionplus.com,2016-08-02,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2015,62703.0,140.0,,manual,,10,"*TOR2* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4101€ de descuento en este coche Precio oferta financiado: 14099€ (360€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:15730€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Tapicería cuero-tela, Start/Stop automático, Luz diurna, Volante multifunción, Control de velocidad, Limitador de velocidad, Bluetooth, Faros antiniebla, Aire Acondicionado (Climatizador), Elevalunas eléctrico, CD, Entrada auxiliar, Usb, Asistente de aparcamiento, Conexión eléctrica, Asistente de arranque en pendiente, Isofix, Sensor de lluvia, Encendido automático de faros, Sensor de presión de neumáticos, Freno de estacionamiento eléctrico, Llantas de aleación (18""). - Historial Mantenimiento. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",15730,EUR,Mercabilbao,2022-09-16,2023-02-01,OCASIÃN P.,"OcasionPlus, ahora también en Bilbao. Visible desde la AP-8 o autopista del Cantábrico, el nuevo centro de OcasionPlus Bilbao cuenta con más de 5000 m2 de exposición y taller en Basauri, en C/Azganeta 6","Cervecería Etxe-Zuri, 3, Calle Azganeta, Arizgoiti, Basauri, Bizkaia, Euskadi, 48970, España",48970.0,Mercabilbao,ES,True,www.ocasionplus.com,2019-10-31,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2015,62703.0,140.0,,manual,,10,"*TOR2* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4101€ de descuento en este coche Precio oferta financiado: 14099€ (360€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:15730€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Tapicería cuero-tela, Start/Stop automático, Luz diurna, Volante multifunción, Control de velocidad, Limitador de velocidad, Bluetooth, Faros antiniebla, Aire Acondicionado (Climatizador), Elevalunas eléctrico, CD, Entrada auxiliar, Usb, Asistente de aparcamiento, Conexión eléctrica, Asistente de arranque en pendiente, Isofix, Sensor de lluvia, Encendido automático de faros, Sensor de presión de neumáticos, Freno de estacionamiento eléctrico, Llantas de aleación (18""). - Historial Mantenimiento. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",15730,EUR,Alameda del Obispo,2022-09-17,2023-02-01,OCASION P.,"En OcasionPlus Córdoba podrás comprar un coche de segunda mano y dejarnos el tuyo como parte del pago, porque además en ese caso sobrevaloramos su precio.","BP, Calle del Ingeniero Juan de la Cierva, Córdoba, Andalucía, 14013, España",14005.0,Alameda del Obispo,ES,True,www.ocasionplus.com,2020-10-05,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2015,62703.0,140.0,,manual,,10,"*TOR2* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4101€ de descuento en este coche Precio oferta financiado: 14099€ (360€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:15730€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Tapicería cuero-tela, Start/Stop automático, Luz diurna, Volante multifunción, Control de velocidad, Limitador de velocidad, Bluetooth, Faros antiniebla, Aire Acondicionado (Climatizador), Elevalunas eléctrico, CD, Entrada auxiliar, Usb, Asistente de aparcamiento, Conexión eléctrica, Asistente de arranque en pendiente, Isofix, Sensor de lluvia, Encendido automático de faros, Sensor de presión de neumáticos, Freno de estacionamiento eléctrico, Llantas de aleación (18""). - Historial Mantenimiento. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",15730,EUR,Alcobendas,2022-09-17,2023-02-01,OCASIONPLUS A.,"En OcasionPlus Alcobendas ofrecemos una completísima variedad de vehículos de ocasión para todos los gustos. El stock más variado, con más de 60 vehículos, lo encontrarás en OcasionPlus.","Polígono Industrial de Alcobendas, Alcobendas, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28108, España",28100.0,Alcobendas,ES,True,www.ocasionplus.com,2020-05-21,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2015,62703.0,140.0,,manual,,10,"*TOR2* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4101€ de descuento en este coche Precio oferta financiado: 14099€ (360€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:15730€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Tapicería cuero-tela, Start/Stop automático, Luz diurna, Volante multifunción, Control de velocidad, Limitador de velocidad, Bluetooth, Faros antiniebla, Aire Acondicionado (Climatizador), Elevalunas eléctrico, CD, Entrada auxiliar, Usb, Asistente de aparcamiento, Conexión eléctrica, Asistente de arranque en pendiente, Isofix, Sensor de lluvia, Encendido automático de faros, Sensor de presión de neumáticos, Freno de estacionamiento eléctrico, Llantas de aleación (18""). - Historial Mantenimiento. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",15730,EUR,Zaragoza,2022-09-17,2023-02-01,OCASION P.,"OcasionPlus, el líder nacional en la compraventa de coches de ocasión y segunda mano, desembarca en Zaragoza con su décimo gran centro. Nuestras instalaciones están situadas en el Camino de Enmedio número 3 y Polígono Quattro, Carretera de Castellón","Z-40, Zaragoza, Aragón, 50013, España",50013.0,Zaragoza,ES,True,www.ocasionplus.com,2019-10-31,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2015,62703.0,140.0,,manual,,10,"*TOR2* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4101€ de descuento en este coche Precio oferta financiado: 14099€ (360€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:15730€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Tapicería cuero-tela, Start/Stop automático, Luz diurna, Volante multifunción, Control de velocidad, Limitador de velocidad, Bluetooth, Faros antiniebla, Aire Acondicionado (Climatizador), Elevalunas eléctrico, CD, Entrada auxiliar, Usb, Asistente de aparcamiento, Conexión eléctrica, Asistente de arranque en pendiente, Isofix, Sensor de lluvia, Encendido automático de faros, Sensor de presión de neumáticos, Freno de estacionamiento eléctrico, Llantas de aleación (18""). - Historial Mantenimiento. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",15730,EUR,Granollers,2022-09-16,2023-02-01,OCASIONPLUS L.,,"Autovia Barcelona - Vic - Ripoll C-17, Lliçà de Vall, Vallès Oriental, Barcelona, Catalunya, 08185, España",8403.0,Granollers,ES,True,,2022-07-05,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2016,98017.0,140.0,,manual,,10,"*SEV* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4540€ de descuento en este coche Precio oferta financiado: 14450€ (335€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:16618€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Suspensión deportiva, Start/Stop automático, Control de velocidad, Volante multifunción, Bluetooth, Asientos deportivos, Llantas de aleación (18""), Ordenador, Encendido automático de faros, Freno de estacionamiento eléctrico, Aire Acondicionado (Climatizador), Limitador de velocidad, Entrada auxiliar, Ayuda aparcamiento, Navegador, Techo plegable, Faros traseros led, Usb. - Coche Nacional. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",16618,EUR,Estepona,2022-08-19,2023-01-24,OCASIONPLUS M.,"En OcasionPlus Marbella podrás comprar un coche de segunda mano y dejarnos el tuyo como parte del pago, porque además en ese caso sobrevaloramos su precio.","Las Gitanillas, Calle Málaga, Barriada Blas Infante, Estepona, Costa del Sol Occidental, Málaga, Andalucía, 29680, España",29680.0,Estepona,ES,True,www.ocasionplus.com,2021-04-19,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2017,51441.0,140.0,,manual,,10,"*MUR* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4840€ de descuento en este coche Precio oferta financiado: 14750€ (314€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:16963€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Techo plegable, Navegador, Asistente de aparcamiento, Asientos deportivos, Tapicería cuero-tela, Suspensión deportiva, Start/Stop automático, Control de velocidad, Limitador de velocidad, Volante multifunción, Luz diurna, Faros antiniebla, Freno de estacionamiento eléctrico, Asistente de arranque en pendiente, Encendido automático de faros, Isofix, Usb, Bluetooth, Aire Acondicionado (Climatizador), CD, Llantas de aleación (18""). - Coche Nacional. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",16963,EUR,Zaragoza,2022-08-19,2023-01-24,OCASION P.,"OcasionPlus, el líder nacional en la compraventa de coches de ocasión y segunda mano, desembarca en Zaragoza con su décimo gran centro. Nuestras instalaciones están situadas en el Camino de Enmedio número 3 y Polígono Quattro, Carretera de Castellón","Z-40, Zaragoza, Aragón, 50013, España",50013.0,Zaragoza,ES,True,www.ocasionplus.com,2019-10-31,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2015,58444.0,140.0,,manual,,10,"*SEV2* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4190€ de descuento en este coche Precio oferta financiado: 13800€ (355€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:15180€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Navegador, Control de velocidad, Volante multifunción, Bluetooth, Llantas de aleación (18""), Aire Acondicionado (Climatizador), Asistente de aparcamiento, Isofix, Encendido automático de faros, Freno de estacionamiento eléctrico. - Coche Nacional, Historial Mantenimiento. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",15180,EUR,Valdepeñas,2022-08-19,2023-01-24,Ocasionplus V.,"En OcasionPlus Valdepeñas podrás comprar un coche de segunda mano y dejarnos el tuyo como parte del pago, porque además en ese caso sobrevaloramos su precio.","Calle Francia, Valdepeñas, La Mancha, Ciudad Real, Castilla-La Mancha, 13300, España",13300.0,Valdepeñas,ES,True,www.ocasionplus.com,2021-11-19,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2015,58444.0,140.0,,manual,,10,"*SEV2* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4190€ de descuento en este coche Precio oferta financiado: 13800€ (355€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:15180€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Navegador, Control de velocidad, Volante multifunción, Bluetooth, Llantas de aleación (18""), Aire Acondicionado (Climatizador), Asistente de aparcamiento, Isofix, Encendido automático de faros, Freno de estacionamiento eléctrico. - Coche Nacional, Historial Mantenimiento. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",15180,EUR,Alzira,2022-08-19,2023-01-24,Ocasion P.,"En OcasionPlus Alzira podrás comprar un coche de segunda mano y dejarnos el tuyo como parte del pago, porque además en ese caso sobrevaloramos su precio.","Carrer del Comerç, Alquerieta, Alzira, la Ribera Alta, València / Valencia, Comunitat Valenciana, 46600, España",46600.0,Alzira,ES,True,www.ocasionplus.com,2020-05-21,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2015,58444.0,140.0,,manual,,10,"*SEV2* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4190€ de descuento en este coche Precio oferta financiado: 13800€ (355€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:15180€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Navegador, Control de velocidad, Volante multifunción, Bluetooth, Llantas de aleación (18""), Aire Acondicionado (Climatizador), Asistente de aparcamiento, Isofix, Encendido automático de faros, Freno de estacionamiento eléctrico. - Coche Nacional, Historial Mantenimiento. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",15180,EUR,Las Rozas de Madrid,2022-08-19,2023-01-24,Ocasión Plus Las Rozas,"En OcasionPlus Las Rozas podrás comprar un coche de segunda mano y dejarnos el tuyo como parte del pago, porque además en ese caso sobrevaloramos su precio.","Calle de Urbión, Las Rozas de Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28231, España",28230.0,Las Rozas de Madrid,ES,True,www.ocasionplus.com,2016-08-02,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2016,98017.0,140.0,,manual,,10,"*SEV* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4540€ de descuento en este coche Precio oferta financiado: 14450€ (335€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:16618€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Suspensión deportiva, Start/Stop automático, Control de velocidad, Volante multifunción, Bluetooth, Asientos deportivos, Llantas de aleación (18""), Ordenador, Encendido automático de faros, Freno de estacionamiento eléctrico, Aire Acondicionado (Climatizador), Limitador de velocidad, Entrada auxiliar, Ayuda aparcamiento, Navegador, Techo plegable, Faros traseros led, Usb. - Coche Nacional. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",16618,EUR,Granollers,2022-08-06,2023-01-24,OCASIONPLUS L.,,"Autovia Barcelona - Vic - Ripoll C-17, Lliçà de Vall, Vallès Oriental, Barcelona, Catalunya, 08185, España",8403.0,Granollers,ES,True,,2022-07-05,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2017,51441.0,140.0,,manual,,10,"*MUR* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4840€ de descuento en este coche Precio oferta financiado: 14750€ (314€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:16963€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Techo plegable, Navegador, Asistente de aparcamiento, Asientos deportivos, Tapicería cuero-tela, Suspensión deportiva, Start/Stop automático, Control de velocidad, Limitador de velocidad, Volante multifunción, Luz diurna, Faros antiniebla, Freno de estacionamiento eléctrico, Asistente de arranque en pendiente, Encendido automático de faros, Isofix, Usb, Bluetooth, Aire Acondicionado (Climatizador), CD, Llantas de aleación (18""). - Coche Nacional. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",16963,EUR,Granollers,2022-08-06,2023-01-24,OCASIONPLUS L.,,"Autovia Barcelona - Vic - Ripoll C-17, Lliçà de Vall, Vallès Oriental, Barcelona, Catalunya, 08185, España",8403.0,Granollers,ES,True,,2022-07-05,2023-02-06
car,Opel,Cabrio,1.4 Turbo SANDS Excellence 103 kW (140 CV),Gasolina,2016,98017.0,140.0,,manual,,10,"*SEV* LLEGAN LAS REBAJAS DE ENERO A OCASIONPLUS HASTA 30% DE DESCUENTO EN LA COMPRA DE TU NUEVO COCHE SOLO HASTA FIN DE MES OCASIONPLUS - Nº1 Calidad/Precio MEJOR PRECIO GARANTIZADO 15 DIAS O 1000 KMS DE PRUEBA 7000 COCHES - 60 centros en toda la península Hasta 4540€ de descuento en este coche Precio oferta financiado: 14450€ (335€/mes) financiando la totalidad a un plazo mínimo de 60 meses, con condiciones específicas de promo y sujeta a aprobación de la entidad financiera Precio al contado:16618€ ADEMÁS HACEMOS FINANCIACIONES A MEDIDA, PREGÚNTANOS!! Equipamiento destacado: Suspensión deportiva, Start/Stop automático, Control de velocidad, Volante multifunción, Bluetooth, Asientos deportivos, Llantas de aleación (18""), Ordenador, Encendido automático de faros, Freno de estacionamiento eléctrico, Aire Acondicionado (Climatizador), Limitador de velocidad, Entrada auxiliar, Ayuda aparcamiento, Navegador, Techo plegable, Faros traseros led, Usb. - Coche Nacional. - Garantía total 1 año, con cobertura nacional, ampliable a 24 meses. - Certificado de Kilómetros y ausencia de golpes estructurales. - Sobrevaloramos tu coche en operaciones de cambio. Tásalo ahora en ocasionplus.com - Entregamos cualquier coche en cualquier centro - Abierto Domingo y Festivos.",16618,EUR,Ciudad Real,2022-07-31,2023-01-24,Ocasionplus Ciudad Real C.,,"N-430, Ciudad Real, Campo de Calatrava, Ciudad Real, Castilla-La Mancha, 13071, España",13003.0,Ciudad Real,ES,True,,2022-05-21,2023-02-06
